,text,airline_sentiment_score
15897,paradero,1
15898,bus,1
15899,ver,1
15900,si,1
15901,lleva,1
15902,madrid,1
15903,guerra,0
15904,precios,0
15905,bajos,0
15906,iberia,0
15907,express,0
15908,ryanair,0
15909,tambien,-1
15910,demanda,-1
15911,santo,-1
15912,domingo,-1
15913,berlin,-1
15914,vuelo,-1
15915,directo,-1
15916,qu,-1
15917,iberia,-1
15918,resto,-1
15919,aerolineas,-1
15920,menus,-1
15921,alternativos,-1
15922,tipo,-1
15923,intolerancias,-1
15924,di,-1
15925,pagar,-1
15926,pagandoque,-1
15927,gran,-1
15928,web,-1
15929,teneis,-1
15930,volar,1
15931,solo,1
15932,lleven,1
15933,b,1
15934,si,1
15935,viajases,1
15936,familia,1
15937,amables,1
15938,tres,1
15939,tripulac,1
15940,retraso,-1
15941,siempre,-1
15942,vuelofr,-1
15943,marmad,-1
15944,volviendo,-1
15945,munich,-1
15946,hacia,-1
15947,madrid,-1
15948,iberia,-1
15949,llegar,-1
15950,cena,-1
15951,nochevieja,-1
15952,campanadas,-1
15953,luego,-1
15954,bol,-1
15955,parece,-1
15956,esy,-1
15957,nunca,-1
15958,aparecevaya,-1
15959,tela,-1
15960,momento,-1
15961,interno,-1
15962,brandcontent,-1
15963,buenos,-1
15964,dias,-1
15965,parece,-1
15966,american,-1
15967,marcado,-1
15968,ryanair,-1
15969,navidad,-1
15970,gracias,0
15971,retuitear,0
15972,viral,-1
15973,pasajero,-1
15974,avion,-1
15975,ryanair,-1
15976,hacia,-1
15977,ruta,-1
15978,londresmalaga,-1
15979,cansa,-1
15980,esperar,-1
15981,sale,-1
15982,puerta,-1
15983,vaya,1
15984,esquemas,1
15985,mas,1
15986,chulos,1
15987,iberia,1
15988,vuelo,-1
15989,retraso,-1
15990,raro,-1
15991,iberia,-1
15992,eh,-1
15993,vuelo,1
15994,directo,1
15995,buena,1
15996,conexion,1
15997,tambien,1
15998,da,1
15999,juego,1
16000,escapada,1
16001,todavia,-1
16002,esperando,-1
16003,respuesta,-1
16004,queja,-1
16005,cuentas,-1
16006,twitter,-1
16007,aeropuerto,1
16008,barcelona,1
16009,servicio,1
16010,tierra,1
16011,hace,1
16012,iberia,1
16013,companias,1
16014,propios,1
16015,trabajadores,1
16016,detallazo,1
16017,muchisimas,1
16018,gracias,1
16019,super,1
16020,atentos,1
16021,tripulacion,1
16022,grande,-1
16023,falla,-1
16024,web,-1
16025,facturar,-1
16026,equipaje,-1
16027,adicional,-1
16028,impidendo,-1
16029,hacerlo,-1
16030,emitiendo,-1
16031,tarjertas,-1
16032,embarque,-1
16033,listooo,0
16034,holacolombia,0
16035,viaje,0
16036,mio,0
16037,pasajero,0
16038,ryanair,0
16039,sube,0
16040,ala,0
16041,avion,0
16042,cansado,0
16043,esperar,0
16044,salir,0
16045,noticiasec,0
16046,tripulantes,0
16047,cabina,0
16048,espanoles,0
16049,denuncian,0
16050,ryanair,0
16051,fraude,0
16052,explotacion,0
16053,laboral,0
16054,iberia,-1
16055,propuesta,-1
16056,capturar,-1
16057,turistas,-1
16058,premium,-1
16059,peru,-1
16060,ryanair,1
16061,reconocera,1
16062,sindicatos,1
16063,pilotos,1
16064,frenar,1
16065,ola,1
16066,huelgas,1
16067,hola,0
16068,sabe,0
16069,huelga,0
16070,prat,0
16071,diciembre,0
16072,familia,0
16073,vuela,0
16074,aeropuerto,0
16075,ryanair,1
16076,reconocera,1
16077,sindicatos,1
16078,primera,1
16079,vez,1
16080,historia,1
16081,via,1
16082,estaria,-1
16083,malament,-1
16084,parlar,-1
16085,tots,-1
16086,catala,-1
16087,aquesta,-1
16088,cia,-1
16089,pseudoiberia,-1
16090,espanola,-1
16091,i,-1
16092,espanola,-1
16093,holacolombia,1
16094,hace,1
16095,tiempo,1
16096,sigo,1
16097,algun,1
16098,dia,1
16099,volare,1
16100,ustedes,1
16101,europa,1
16102,tierras,1
16103,magica,1
16104,ensu,1
16105,hola,-1
16106,sabeis,-1
16107,funciona,-1
16108,codigo,-1
16109,descuento,-1
16110,nadie,-1
16111,dice,-1
16112,respecto,-1
16113,marca,0
16114,blanca,0
16115,polo,0
16116,escudo,0
16117,polo,0
16118,raya,0
16119,azul,0
16120,polo,0
16121,ficha,0
16122,azul,0
16123,parte,0
16124,superior,0
16125,ficha,0
16126,azul,0
16127,parte,0
16128,abajo,0
16129,fic,0
16130,mucha,0
16131,suerte,0
16132,feliz,0
16133,ano,0
16134,joder,1
16135,hace,1
16136,unas,1
16137,ofertas,1
16138,ultima,1
16139,hora,1
16140,irresistibles,1
16141,compartimentos,-1
16142,vacios,-1
16143,maleta,-1
16144,vaya,-1
16145,bodega,-1
16146,vuelo,-1
16147,iba,-1
16148,llenode,-1
16149,verguenza,-1
16150,vuelo,-1
16151,i,-1
16152,ryanair,1
16153,volara,1
16154,valencia,1
16155,praga,1
16156,bremen,1
16157,lamezia,1
16158,escala,1
16159,milan,1
16160,via,1
16161,reservarla,0
16162,horas,0
16163,tan,0
16164,complicado,0
16165,hola,0
16166,pregunto,0
16167,uds,0
16168,puedo,0
16169,comprar,0
16170,billete,0
16171,aereo,0
16172,aun,0
16173,pasaporte,0
16174,renovando,0
16175,esperando,-1
16176,minutos,-1
16177,seguimos,-1
16178,explicacion,-1
16179,lanzarote,-1
16180,n,-1
16181,feliz,0
16182,cumpleanos,0
16183,seguir,0
16184,volando,0
16185,bien,0
16186,alto,0
16187,aniversarioiberia,0
16188,megustavolar,0
16189,mismo,-1
16190,sitio,-1
16191,regalan,-1
16192,r,-1
16193,iii,-1
16194,vuelo,-1
16195,iberiasino,-1
16196,mundo,-1
16197,suenos,-1
16198,p,-1
16199,jose,-1
16200,cuanto,-1
16201,pesa,-1
16202,perro,-1
16203,bueno,-1
16204,ryanair,-1
16205,low,-1
16206,cost,-1
16207,telefono,-1
16208,atencion,-1
16209,cliente,-1
16210,servicio,-1
16211,verguenza,-1
16212,rsc,1
16213,iberia,1
16214,express,1
16215,lleva,1
16216,jovenes,1
16217,down,1
16218,madrid,1
16219,estudios,1
16220,warner,1
16221,bros,1
16222,londres,1
16223,comunidad,1
16224,iberia,1
16225,concejal,1
16226,compartio,1
16227,ninos,1
16228,fiesta,1
16229,navidena,1
16230,verguenza,-1
16231,noqe,-1
16232,compres,-1
16233,vuelo,-1
16234,idavuelta,-1
16235,madridsantander,-1
16236,retraso,-1
16237,avion,-1
16238,poder,-1
16239,co,-1
16240,iberia,1
16241,mejora,1
16242,servicio,1
16243,hacia,1
16244,milan,1
16245,mas,1
16246,vuelos,1
16247,mas,1
16248,cerca,1
16249,finalmente,1
16250,volo,1
16251,viajando,1
16252,dubai,1
16253,ciudad,1
16254,sala,1
16255,vip,1
16256,iberia,1
16257,ts,1
16258,aeropuerto,1
16259,madridbarajas,1
16260,politica,-1
16261,retirada,-1
16262,bodega,-1
16263,equipaje,-1
16264,mano,-1
16265,unas,-1
16266,veces,-1
16267,quitan,-1
16268,directamente,-1
16269,grupo,-1
16270,reclamaciones,-1
16271,hecho,-1
16272,email,-1
16273,telefono,-1
16274,facebook,-1
16275,traves,-1
16276,departamen,-1
16277,hoy,-1
16278,cumple,-1
16279,mes,-1
16280,esperando,-1
16281,solucion,-1
16282,reclamacion,-1
16283,vuelo,-1
16284,level,-1
16285,shameonyou,-1
16286,badcustomerservice,-1
16287,estimado,0
16288,comandante,0
16289,vuelo,0
16290,ib,0
16291,salida,0
16292,sabado,0
16293,h,0
16294,pleno,0
16295,onosoderbi,0
16296,favor,0
16297,informenos,0
16298,bordo,0
16299,gracias,0
16300,ganado,1
16301,hace,1
16302,falta,1
16303,viaje,1
16304,clientes,-1
16305,ryanair,-1
16306,podran,-1
16307,llevar,-1
16308,maleta,-1
16309,cabina,-1
16310,pagar,-1
16311,embarque,-1
16312,prioritario,-1
16313,iberia,0
16314,llave,0
16315,enhorabuena,1
16316,capitan,1
16317,aerolineas,0
16318,anuncio,0
16319,nuevo,0
16320,paro,0
16321,aprovechemos,0
16322,estan,0
16323,aca,0
16324,pidamosle,0
16325,american,0
16326,airlines,0
16327,eeuu,0
16328,british,0
16329,airways,0
16330,cosa,-1
16331,rara,-1
16332,comprado,-1
16333,poder,-1
16334,usar,-1
16335,ib,-1
16336,confirmacion,-1
16337,asocian,-1
16338,billete,-1
16339,ib,-1
16340,n,-1
16341,tratando,-1
16342,tramitar,-1
16343,refund,-1
16344,reserva,-1
16345,asientos,-1
16346,vuelo,-1
16347,pagina,-1
16348,funciona,-1
16349,cu,-1
16350,buenas,-1
16351,mande,-1
16352,mail,-1
16353,informando,-1
16354,error,-1
16355,hora,-1
16356,registrarme,-1
16357,iberia,-1
16358,plus,-1
16359,recibido,-1
16360,contestacion,-1
16361,gestion,-1
16362,compra,-1
16363,realice,-1
16364,uds,-1
16365,uds,-1
16366,q,-1
16367,realizaron,-1
16368,cargo,-1
16369,cta,-1
16370,consentimiento,-1
16371,pierde,-1
16372,maleta,-1
16373,dice,-1
16374,sabe,-1
16375,puede,-1
16376,alguien,-1
16377,llevado,-1
16378,canal,-1
16379,smithsonian,-1
16380,reconstruye,-1
16381,video,-1
16382,accidente,-1
16383,aereo,-1
16384,spanair,-1
16385,barajas,-1
16386,masmortifero,-1
16387,espana,-1
16388,si,-1
16389,mas,-1
16390,retrasos,-1
16391,maletas,-1
16392,perdidas,-1
16393,sino,-1
16394,cosa,-1
16395,pasado,-1
16396,chico,-1
16397,conozco,-1
16398,vive,-1
16399,suiza,-1
16400,entiendo,-1
16401,vender,-1
16402,mas,-1
16403,plazas,-1
16404,sigo,-1
16405,indicaciones,-1
16406,iberia,-1
16407,respuesta,-1
16408,escrito,-1
16409,centro,-1
16410,atencion,-1
16411,equipajesmas,-1
16412,horas,-1
16413,momento,-1
16414,hace,-1
16415,mesy,-1
16416,llame,-1
16417,informar,-1
16418,si,-1
16419,deseo,-1
16420,agregar,-1
16421,equipaje,-1
16422,traves,-1
16423,servib,-1
16424,iberia,-1
16425,britishairways,-1
16426,perdido,-1
16427,maleta,-1
16428,da,-1
16429,vez,-1
16430,semana,-1
16431,facture,-1
16432,dos,-1
16433,aparece,-1
16434,coincidencia,-1
16435,equipaje,-1
16436,engorro,-1
16437,asientos,-1
16438,manana,-1
16439,ryanair,-1
16440,sienta,-1
16441,separadas,-1
16442,ahora,-1
16443,guatemala,-1
16444,llegar,-1
16445,horas,-1
16446,viajar,-1
16447,eeuu,-1
16448,cierto,-1
16449,tambien,-1
16450,pasamos,-1
16451,m,-1
16452,momento,-1
16453,abres,-1
16454,mail,-1
16455,pasajes,-1
16456,estan,-1
16457,dolares,-1
16458,europas,-1
16459,gtlt,-1
16460,si,-1
16461,gracias,-1
16462,maleta,-1
16463,aparecio,-1
16464,respecto,-1
16465,reclamo,-1
16466,atencion,-1
16467,exactamente,-1
16468,procediero,-1
16469,varias,-1
16470,empresas,-1
16471,pasado,-1
16472,monton,-1
16473,supuestos,-1
16474,repito,-1
16475,ver,-1
16476,complicado,0
16477,medirlas,0
16478,formas,0
16479,d,0
16480,animales,0
16481,segun,0
16482,midas,0
16483,d,0
16484,partes,0
16485,hoy,-1
16486,coroabierto,-1
16487,participado,-1
16488,clausura,-1
16489,premios,-1
16490,foro,-1
16491,justivia,-1
16492,discapacidad,-1
16493,meses,-1
16494,responder,-1
16495,reclamacion,-1
16496,meticulosos,-1
16497,b,-1
16498,ineptos,-1
16499,c,-1
16500,quiero,0
16501,saber,0
16502,puedo,0
16503,recuperar,0
16504,contrasena,0
16505,cliente,0
16506,iberia,0
16507,urgente,0
16508,hace,1
16509,anos,1
16510,viajando,1
16511,barcelona,1
16512,inglaterra,1
16513,ryanair,1
16514,azafatas,1
16515,solo,1
16516,hablaban,1
16517,ingles,1
16518,si,-1
16519,contrata,-1
16520,ryanair,-1
16521,buena,-1
16522,suerte,-1
16523,vida,-1
16524,tremendos,-1
16525,explotadores,-1
16526,xd,-1
16527,vaya,-1
16528,web,-1
16529,caida,-1
16530,vez,-1
16531,sucede,-1
16532,cada,-1
16533,vez,-1
16534,lanzan,-1
16535,promo,-1
16536,quejabamos,-1
16537,creo,0
16538,habeis,0
16539,equivocado,0
16540,link,0
16541,grande,1
16542,idea,1
16543,aerolineas,1
16544,momentos,1
16545,aventura,1
16546,viaje,1
16547,sociedad,1
16548,ryanair,1
16549,ofrece,1
16550,hoy,1
16551,cien,1
16552,mil,1
16553,billetes,1
16554,euros,1
16555,volar,1
16556,enero,1
16557,alicante,1
16558,iberia,-1
16559,esperando,-1
16560,pase,-1
16561,tormenta,-1
16562,aeropuerto,-1
16563,santo,-1
16564,domingo,-1
16565,sdq,-1
16566,hace,-1
16567,anos,-1
16568,rey,-1
16569,alfonso,-1
16570,xiii,-1
16571,presidio,-1
16572,acto,-1
16573,inauguracion,-1
16574,primer,-1
16575,vuelo,-1
16576,comercial,-1
16577,r,-1
16578,felicidades,1
16579,mmmx,1
16580,dhl,0
16581,parcel,0
16582,consolida,0
16583,principales,0
16584,proveedores,0
16585,comercio,0
16586,electronico,0
16587,bc,0
16588,iberia,0
16589,europa,0
16590,holacolombia,0
16591,conozco,0
16592,q,0
16593,rico,0
16594,q,0
16595,invitaran,0
16596,jajajaja,0
16597,intentado,0
16598,web,0
16599,comprar,0
16600,billete,0
16601,tenerife,0
16602,barcelona,0
16603,manana,0
16604,salen,0
16605,sigues,-1
16606,confiando,-1
16607,cosas,-1
16608,pesima,-1
16609,aerolinea,-1
16610,campeon,-1
16611,pais,1
16612,economia,1
16613,iberia,1
16614,air,1
16615,europa,1
16616,lanzado,1
16617,campana,1
16618,rebajas,1
16619,vuelos,1
16620,europa,1
16621,euros,1
16622,si,1
16623,interesa,1
16624,estimado,1
16625,piloto,1
16626,iberia,1
16627,solo,-1
16628,ir,-1
16629,ida,-1
16630,vuelta,-1
16631,suena,-1
16632,caro,-1
16633,si,-1
16634,comparas,-1
16635,vuelos,-1
16636,ryanair,-1
16637,ojala,1
16638,algun,1
16639,dia,1
16640,oficinas,1
16641,significaria,1
16642,esce,1
16643,pues,-1
16644,lamento,-1
16645,mas,-1
16646,solo,-1
16647,lamenten,-1
16648,puesto,-1
16649,reclamacion,-1
16650,sirve,-1
16651,maleta,-1
16652,perdeis,-1
16653,viajes,-1
16654,chin,-1
16655,primera,0
16656,division,0
16657,futbol,0
16658,joven,0
16659,nuevos,0
16660,rivales,0
16661,deportes,0
16662,serena,0
16663,san,0
16664,luis,0
16665,iberia,0
16666,descendiero,0
16667,mexicomadrid,0
16668,iberia,0
16669,hice,-1
16670,solo,-1
16671,quiero,-1
16672,digan,-1
16673,pasa,-1
16674,maletas,-1
16675,faltan,-1
16676,estan,-1
16677,madrid,-1
16678,intentando,0
16679,pagar,0
16680,reserva,0
16681,vuelo,0
16682,hotel,0
16683,pagina,0
16684,web,0
16685,funciona,0
16686,aparece,0
16687,siguiente,0
16688,mentiras,-1
16689,nueva,-1
16690,iberia,-1
16691,esposa,-1
16692,llego,-1
16693,hace,-1
16694,dias,-1
16695,madrid,-1
16696,iberia,-1
16697,responde,-1
16698,equipaje,-1
16699,buen,0
16700,vuelo,0
16701,feliz,0
16702,destino,0
16703,tipica,-1
16704,respuesta,-1
16705,institucional,-1
16706,va,-1
16707,caso,-1
16708,nuevamente,-1
16709,recupero,-1
16710,dia,-1
16711,dia,-1
16712,vuelvo,-1
16713,ruta,-1
16714,diferentes,-1
16715,ciudades,-1
16716,china,-1
16717,oferta,-1
16718,empleo,-1
16719,vice,-1
16720,iberia,-1
16721,group,-1
16722,busca,-1
16723,pr,-1
16724,manager,-1
16725,media,-1
16726,jornada,-1
16727,madrid,-1
16728,periodismo,-1
16729,comunicacion,-1
16730,nunca,0
16731,va,0
16732,pasar,0
16733,suba,0
16734,avion,0
16735,muchas,1
16736,felicidades,1
16737,mas,1
16738,volar,1
16739,hecho,-1
16740,traves,-1
16741,empresa,-1
16742,reclamadora,-1
16743,hoy,-1
16744,ryanair,-1
16745,enviado,-1
16746,mail,-1
16747,diciendo,-1
16748,ten,-1
16749,encima,-1
16750,pagar,-1
16751,euros,-1
16752,gastos,-1
16753,gestion,-1
16754,llegue,-1
16755,iberia,-1
16756,vuelo,-1
16757,mas,-1
16758,hrs,-1
16759,cd,-1
16760,mexico,-1
16761,ptmdr,-1
16762,pues,-1
16763,si,-1
16764,puteo,-1
16765,si,-1
16766,facturas,-1
16767,quieres,-1
16768,salir,-1
16769,rapido,-1
16770,aeropuerto,-1
16771,esperar,-1
16772,ryanair,1
16773,apunta,1
16774,black,1
16775,friday,1
16776,rebajas,1
16777,volar,1
16778,sevilla,1
16779,noticias,1
16780,feedly,1
16781,quiero,-1
16782,comprar,-1
16783,asiento,-1
16784,deja,-1
16785,pone,-1
16786,dos,-1
16787,horas,-1
16788,sino,-1
16789,verdad,-1
16790,saludo,-1
16791,senyor,-1
16792,suspende,-1
16793,mas,-1
16794,actos,-1
16795,ryanair,-1
16796,vuelos,-1
16797,senores,-1
16798,pela,-1
16799,pela,-1
16800,deberian,-1
16801,limpiar,-1
16802,aviones,-1
16803,vuelo,-1
16804,vuelo,-1
16805,veces,-1
16806,vertederos,-1
16807,iberia,1
16808,anuncia,1
16809,nuevas,1
16810,frecuencias,1
16811,argentina,1
16812,lindo,0
16813,nunca,0
16814,viaje,0
16815,espana,0
16816,tampoco,0
16817,iberiaojala,0
16818,pronto,0
16819,demuchisimos,0
16820,ex,0
16821,mato,-1
16822,aterrizando,0
16823,via,0
16824,servicio,-1
16825,atencion,-1
16826,cliente,-1
16827,negado,-1
16828,ayudarme,-1
16829,dicen,-1
16830,podrias,0
16831,hacer,0
16832,negocio,0
16833,dias,0
16834,mas,0
16835,luis,0
16836,pardo,0
16837,consejero,0
16838,delegado,0
16839,sage,0
16840,iberia,0
16841,explica,0
16842,com,0
16843,hecho,-1
16844,tres,-1
16845,veces,-1
16846,enviando,-1
16847,correo,-1
16848,direccion,-1
16849,indicada,-1
16850,oexvy,-1
16851,nunca,-1
16852,recibi,-1
16853,respuesta,-1
16854,alguna,-1
16855,hola,-1
16856,motivos,-1
16857,familiares,-1
16858,perdi,-1
16859,vuelo,-1
16860,fijos,-1
16861,vue,-1
16862,compras,-1
16863,vuelo,-1
16864,bebe,-1
16865,m,-1
16866,vas,-1
16867,facturar,-1
16868,avion,-1
16869,medio,-1
16870,vacio,-1
16871,asignan,-1
16872,cuantas,-1
16873,veces,-1
16874,hacer,-1
16875,solicitud,-1
16876,tramitar,-1
16877,reembolso,-1
16878,viaje,-1
16879,defuncio,-1
16880,vaya,1
16881,ojala,1
16882,primer,1
16883,viaje,1
16884,avion,1
16885,sido,1
16886,joya,1
16887,saludo,1
16888,sortean,1
16889,vuelos,1
16890,jajaja,1
16891,grandes,-1
16892,ofertas,-1
16893,cambiado,-1
16894,precios,-1
16895,ninguno,-1
16896,vuelos,-1
16897,tenia,-1
16898,mirados,-1
16899,bien,-1
16900,truno,-1
16901,paradojico,-1
16902,generacion,-1
16903,ryanair,-1
16904,compras,-1
16905,online,-1
16906,globalizacion,-1
16907,multilinguismo,-1
16908,gusten,-1
16909,fronteras,-1
16910,holaargentina,1
16911,holaa,1
16912,vamos,1
16913,volamos,-1
16914,casi,-1
16915,siempre,-1
16916,ryanair,-1
16917,ultimamente,-1
16918,pagado,-1
16919,asientos,-1
16920,ir,-1
16921,separados,-1
16922,post,-1
16923,util,-1
16924,si,0
16925,quiere,0
16926,viernes,0
16927,espanaaaaaaa,0
16928,ilusion,1
16929,despegar,1
16930,siempre,1
16931,domingo,1
16932,volvi,1
16933,madrid,1
16934,malaga,1
16935,nuevos,1
16936,aviones,1
16937,vuelo,1
16938,mas,1
16939,media,1
16940,hora,1
16941,quegenial,1
16942,experiencia,-1
16943,sido,-1
16944,pesima,-1
16945,nunca,-1
16946,mais,-1
16947,nuevo,-1
16948,aerolineas,-1
16949,antecedentes,-1
16950,pierden,-1
16951,maletas,-1
16952,rompen,-1
16953,trofeos,-1
16954,mala,-1
16955,asistencia,-1
16956,recomiendo,-1
16957,hoy,-1
16958,jamas,-1
16959,dare,-1
16960,buena,-1
16961,critica,-1
16962,tratan,-1
16963,clientes,-1
16964,voy,0
16965,viaje,0
16966,meses,0
16967,espana,0
16968,quisiera,0
16969,saber,0
16970,si,0
16971,posible,0
16972,llevar,0
16973,ps,0
16974,valija,0
16975,cabina,0
16976,juegos,0
16977,fisicos,0
16978,saludos,0
16979,conazo,-1
16980,ryanair,-1
16981,entretenido,-1
16982,viajar,-1
16983,avion,-1
16984,hace,-1
16985,anos,-1
16986,hoy,-1
16987,suplicio,-1
16988,encima,-1
16989,habran,-1
16990,cobrado,-1
16991,pico,-1
16992,llevarla,-1
16993,samsung,0
16994,obsequia,0
16995,pasajeros,0
16996,vuelo,0
16997,galaxy,0
16998,note,0
16999,iberia,0
17000,express,0
17001,celebra,0
17002,quinto,0
17003,aniversario,0
17004,oferta,0
17005,unica,0
17006,via,0
17007,traveling,0
17008,coloralia,0
17009,pues,-1
17010,sentados,-1
17011,juntos,-1
17012,grupos,-1
17013,embarque,-1
17014,separados,-1
17015,incordio,-1
17016,total,-1
17017,necesito,-1
17018,solucion,-1
17019,x,-1
17020,horario,-1
17021,reserva,-1
17022,vueling,-1
17023,q,-1
17024,compre,-1
17025,deja,-1
17026,participarla,-1
17027,pagina,-1
17028,funciona,-1
17029,doy,-1
17030,enviar,-1
17031,codigo,-1
17032,excelente,1
17033,campana,1
17034,cuanto,0
17035,cobra,0
17036,ryanair,0
17037,corregir,0
17038,erratas,0
17039,billetes,0
17040,avion,0
17041,via,0
17042,ponuncorrectorentuvida,0
17043,nueva,0
17044,ruta,0
17045,aeropuerto,0
17046,recuperara,0
17047,tras,0
17048,anos,0
17049,vuelos,0
17050,directos,0
17051,chequia,0
17052,gracias,0
17053,nueva,0
17054,ruta,0
17055,llevo,-1
17056,mas,-1
17057,h,-1
17058,extranjero,-1
17059,maleta,-1
17060,reclamacion,-1
17061,hecha,-1
17062,parece,-1
17063,ser,-1
17064,camino,-1
17065,alguien,-1
17066,mide,-1
17067,mas,-1
17068,m,-1
17069,puede,-1
17070,sentarse,-1
17071,asiento,-1
17072,iberia,-1
17073,rodillas,-1
17074,estan,-1
17075,tocando,-1
17076,asiento,-1
17077,delante,-1
17078,contrate,-1
17079,retrasos,-1
17080,conexion,-1
17081,cambiaron,-1
17082,toma,-1
17083,adios,-1
17084,maleta,-1
17085,iberia,0
17086,facturo,0
17087,millones,0
17088,euros,0
17089,hola,1
17090,ingrese,1
17091,facebook,1
17092,xq,1
17093,pesar,1
17094,haber,1
17095,viajado,1
17096,uds,1
17097,podia,1
17098,manera,1
17099,espero,1
17100,suerte,1
17101,acompane,1
17102,asi,-1
17103,habra,-1
17104,salir,-1
17105,avion,-1
17106,ryanair,-1
17107,pongan,-1
17108,escalera,-1
17109,iberia,0
17110,quiere,0
17111,suspender,0
17112,vuelos,0
17113,madrid,0
17114,malabo,0
17115,falta,0
17116,rentabilidad,0
17117,jajajaja,-1
17118,si,-1
17119,iberia,-1
17120,intercontinental,-1
17121,puedo,-1
17122,decir,-1
17123,vasta,-1
17124,experiencia,-1
17125,nota,-1
17126,diferencia,-1
17127,si,-1
17128,contara,-1
17129,respuesta,-1
17130,dio,-1
17131,agente,-1
17132,servicio,-1
17133,cliente,-1
17134,tendrias,-1
17135,poniendo,-1
17136,mala,-1
17137,ostia,-1
17138,comunicad,-1
17139,vuelos,-1
17140,retrasan,-1
17141,vaya,1
17142,bueno,1
17143,before,-1
17144,flying,-1
17145,baiberia,-1
17146,rtshare,-1
17147,favor,-1
17148,pasajeros,-1
17149,iberia,-1
17150,gracias,1
17151,atencion,1
17152,feliz,1
17153,companeros,0
17154,lucha,0
17155,legitima,0
17156,necesaria,0
17157,casualidad,0
17158,cosa,0
17159,intencionalidad,0
17160,ento,0
17161,autobus,-1
17162,aeropuerto,-1
17163,sale,-1
17164,ciudad,-1
17165,misma,-1
17166,hora,-1
17167,avion,-1
17168,canariases,0
17169,iberia,0
17170,anos,0
17171,mas,0
17172,gracias,0
17173,compartir,0
17174,amigos,0
17175,ademas,-1
17176,recibi,-1
17177,dm,-1
17178,supuesto,-1
17179,codigo,-1
17180,reserva,-1
17181,iberia,-1
17182,mas,-1
17183,encima,-1
17184,co,-1
17185,vamos,0
17186,iberia,0
17187,ctm,0
17188,iberia,1
17189,air,1
17190,nostrum,1
17191,renuevan,1
17192,apuesta,1
17193,cantabria,1
17194,holaargentina,1
17195,viajar,1
17196,iberia,1
17197,quedara,0
17198,algun,0
17199,billete,0
17200,alturas,0
17201,estan,0
17202,weando,0
17203,vallenar,0
17204,melipilla,0
17205,suba,0
17206,ningun,0
17207,weon,0
17208,iberia,0
17209,mantiene,0
17210,b,0
17211,acabo,0
17212,webeo,0
17213,dan,-1
17214,ganas,-1
17215,hacerlo,-1
17216,salir,-1
17217,salida,-1
17218,emergencia,-1
17219,cada,-1
17220,vez,-1
17221,ryanair,-1
17222,retrasa,-1
17223,vuelo,-1
17224,muchas,-1
17225,veces,-1
17226,dia,0
17227,unidos,0
17228,azules,0
17229,colo,0
17230,catolica,0
17231,wandererspalestinocobreloa,0
17232,i,0
17233,ryanair,0
17234,garante,0
17235,so,0
17236,contrata,0
17237,tripulantes,0
17238,cabine,0
17239,qualificados,0
17240,jornal,0
17241,economico,0
17242,economia,0
17243,financas,0
17244,diciembre,0
17245,felicidades,0
17246,puerto,1
17247,rico,1
17248,aumentara,1
17249,cinco,1
17250,vuelos,1
17251,semanales,1
17252,madridsan,1
17253,juan,1
17254,ano,1
17255,proximo,1
17256,dicho,-1
17257,vuelo,-1
17258,iba,-1
17259,casi,-1
17260,vacio,-1
17261,embarcaba,-1
17262,autobus,-1
17263,lugar,-1
17264,finger,-1
17265,doy,-1
17266,ma,-1
17267,confiado,-1
17268,iberia,-1
17269,pesimo,-1
17270,cambiar,-1
17271,vuelo,-1
17272,aviso,-1
17273,vender,-1
17274,pasaron,-1
17275,compro,-1
17276,vuelo,-1
17277,directo,-1
17278,cambian,-1
17279,escala,-1
17280,exijo,-1
17281,indemnizacion,-1
17282,resuelto,1
17283,quitais,-1
17284,maletas,-1
17285,meter,-1
17286,abrigos,-1
17287,cierto,-1
17288,trato,-1
17289,equipaje,-1
17290,hablamos,-1
17291,iberia,-1
17292,hoy,-1
17293,hace,-1
17294,agosto,-1
17295,conmigo,-1
17296,punto,-1
17297,inflexion,-1
17298,iberia,-1
17299,traer,-1
17300,landeros,-1
17301,orgullo,1
17302,poder,1
17303,pertenecer,1
17304,gran,1
17305,compania,1
17306,llena,1
17307,tan,1
17308,buenos,1
17309,profesionales,1
17310,esforzamos,1
17311,diario,1
17312,pa,1
17313,manchester,0
17314,sabemos,0
17315,jaja,0
17316,pagina,-1
17317,deja,-1
17318,comprar,-1
17319,pasajes,-1
17320,error,-1
17321,tan,-1
17322,frustrante,-1
17323,puedo,-1
17324,comprar,-1
17325,iberia,1
17326,retoma,1
17327,vuelos,1
17328,puerto,1
17329,rico,1
17330,hola,0
17331,intento,0
17332,ampliar,0
17333,reserva,0
17334,facturacion,0
17335,equipos,0
17336,especiales,0
17337,app,0
17338,web,0
17339,dejae,0
17340,cambio,-1
17341,puerta,-1
17342,ryanair,-1
17343,hace,-1
17344,padres,-1
17345,mas,-1
17346,listospor,-1
17347,izquierda,-1
17348,armandola,-1
17349,cuantos,0
17350,rts,0
17351,pagarle,0
17352,viaje,0
17353,novio,0
17354,pueda,0
17355,verme,0
17356,posible,0
17357,gente,0
17358,medio,0
17359,pelo,0
17360,comun,0
17361,consumidor,0
17362,vea,0
17363,recuerde,0
17364,vacio,0
17365,ryanair,0
17366,habia,0
17367,hace,0
17368,oferta,0
17369,vuelos,0
17370,madrid,0
17371,ciudades,0
